"genes"	"sample1"	"SRR1748411"	"SRR1748412"	"SRR1873277"
"9182"	"Cux2"	NA	0.000980392156862745	NA	NA
"9183"	"CUX2"	NA	0.0176470588235294	0.0875	0.0175438596491228
"9184"	"CUZD1"	0.00166666666666667	0.00490196078431373	NA	0.00350877192982456
"9185"	"Cwc15"	0.0183333333333333	1.68725490196078	2.425	2.41754385964912
"9186"	"CWC15"	0.153333333333333	3.87745098039216	9.15	4.88245614035088
"9187"	"Cwc22"	0.00166666666666667	0.249019607843137	0.45	0.291228070175439
"9188"	"CWC22"	0.0683333333333333	1.26862745098039	3.7875	1.58070175438596
"9189"	"Cwc25"	0.015	0.331372549019608	0.575	0.552631578947368
"9190"	"CWC25"	0.0416666666666667	0.607843137254902	1.6875	0.717543859649123
"9191"	"Cwc27"	0.0216666666666667	0.353921568627451	0.4375	0.480701754385965
"9192"	"CWC27"	0.0383333333333333	1.31078431372549	3.1	1.75964912280702
"9193"	"Cwf19l1"	0.00166666666666667	0.152941176470588	0.25	0.203508771929825
"9194"	"CWF19L1"	0.015	0.474509803921569	1.3375	0.663157894736842
"9195"	"Cwf19l2"	0.0233333333333333	0.348039215686274	0.4	0.43859649122807
"9196"	"CWF19L2"	0.115	1.36470588235294	3.9375	1.21228070175439
"9197"	"Cwh43"	0.00166666666666667	NA	NA	NA
"9198"	"Cx3cl1"	0.00166666666666667	0.104901960784314	0.1875	0.368421052631579
"9199"	"Cx3cr1"	NA	0.00392156862745098	NA	0.0210526315789474
"9200"	"CX3CR1"	NA	0.000980392156862745	NA	NA
"9201"	"Cxadr"	0.00166666666666667	0.00196078431372549	NA	0.00175438596491228
"9202"	"CXADR"	0.0583333333333333	0.77156862745098	2.025	0.901754385964912
"9203"	"CXADRP3"	NA	0.000980392156862745	0.025	0.00175438596491228
"9204"	"Cxcl1"	0.00333333333333333	0.05	0.05	0.112280701754386
"9205"	"CXCL1"	NA	0.0107843137254902	NA	NA
"9206"	"Cxcl10"	NA	0.0127450980392157	0.05	0.0105263157894737
"9207"	"Cxcl12"	0.0316666666666667	0.36078431372549	0.8	0.678947368421053
"9208"	"CXCL12"	0.01	0.0235294117647059	0.0875	0.0385964912280702
"9209"	"CXCL13"	0.00166666666666667	NA	NA	NA
"9210"	"CXCL16"	0.0166666666666667	0.0215686274509804	0.1	0.0421052631578947
"9211"	"CXCL17"	NA	0.000980392156862745	NA	0.00175438596491228
"9212"	"CXCL2"	NA	0.0147058823529412	0.0125	0.00350877192982456
"9213"	"CXCL3"	NA	0.0382352941176471	0.0125	0.012280701754386
"9214"	"Cxcl5"	0.00166666666666667	0.0490196078431373	0.0625	0.0929824561403509
"9215"	"CXCL5"	0.00166666666666667	0.00588235294117647	0.0375	0.0157894736842105
"9216"	"CXCL6"	NA	NA	NA	0.00175438596491228
"9217"	"CXCL9"	NA	NA	NA	0.00175438596491228
"9218"	"CXCR2"	NA	0.000980392156862745	0.0125	NA
"9219"	"CXCR4"	0.00666666666666667	0.0509803921568627	0.1125	0.1
"9220"	"CXCR5"	NA	NA	NA	0.00526315789473684
"9221"	"Cxcr6"	NA	0.000980392156862745	0.0125	0.00175438596491228
"9222"	"CXorf21"	0.00166666666666667	0.000980392156862745	NA	NA
"9223"	"CXorf23"	0.00166666666666667	0.175490196078431	0.3625	0.196491228070175
"9224"	"CXorf24"	0.00333333333333333	0.0362745098039216	0.075	0.0754385964912281
"9225"	"CXorf31"	NA	0.000980392156862745	0.0375	0.00526315789473684
"9226"	"CXorf38"	0.0133333333333333	0.302941176470588	0.6875	0.452631578947368
"9227"	"CXorf40A"	0.00166666666666667	0.0558823529411765	0.325	0.0982456140350877
"9228"	"CXorf40B"	NA	0.116666666666667	0.75	0.208771929824561
"9229"	"CXorf48"	NA	NA	NA	0.00175438596491228
"9230"	"CXorf56"	0.015	0.409803921568627	1.3375	0.619298245614035
"9231"	"CXorf57"	0.0316666666666667	0.804901960784314	2.3125	1.29473684210526
"9232"	"CXorf58"	NA	0.0107843137254902	0.075	0.012280701754386
"9233"	"CXorf65"	NA	NA	NA	0.00175438596491228
"9234"	"CXorf67"	NA	0.00294117647058824	0.0125	0.00350877192982456
"9235"	"Cxx1a"	0.005	0.0382352941176471	0.1625	0.136842105263158
"9236"	"Cxx1b"	0.015	0.16078431372549	0.3375	0.426315789473684
"9237"	"Cxx1c"	NA	0.00196078431372549	0.0375	0.0228070175438597
"9238"	"Cxxc1"	0.00666666666666667	0.135294117647059	0.1875	0.275438596491228
"9239"	"CXXC1"	0.00333333333333333	0.349019607843137	0.9875	0.612280701754386
"9240"	"Cxxc4"	NA	0.00490196078431373	0.025	NA
"9241"	"CXXC4"	0.005	0.0264705882352941	0.0875	0.0456140350877193
"9242"	"Cxxc5"	0.00666666666666667	0.261764705882353	0.5625	0.342105263157895
"9243"	"CXXC5"	0.01	0.148039215686275	0.425	0.235087719298246
"9244"	"Cyb5"	0.045	0.680392156862745	0.975	1.87719298245614
"9245"	"Cyb561"	NA	NA	NA	0.00526315789473684
"9246"	"CYB561"	0.00666666666666667	0.0656862745098039	0.3125	0.0842105263157895
"9247"	"Cyb561a3"	NA	0.00588235294117647	0.0125	0.0140350877192982
"9248"	"CYB561A3"	0.005	0.166666666666667	0.6625	0.252631578947368
"9249"	"Cyb561d1"	NA	0.0107843137254902	0.0125	0.012280701754386
"9250"	"CYB561D1"	0.00166666666666667	0.053921568627451	0.1375	0.0929824561403509
"9251"	"Cyb561d2"	0.00166666666666667	0.0872549019607843	0.125	0.212280701754386
"9252"	"CYB561D2"	0.00833333333333333	0.33921568627451	0.825	0.57719298245614
"9253"	"CYB5A"	0.0283333333333333	1.3343137254902	2.85	1.96491228070175
"9254"	"Cyb5b"	0.0116666666666667	0.695098039215686	0.975	1.1
"9255"	"CYB5B"	0.0533333333333333	1.39803921568627	4.125	2.22105263157895
"9256"	"Cyb5d1"	NA	0.00294117647058824	0.0375	0.0298245614035088
"9257"	"CYB5D1"	0.005	0.26078431372549	0.65	0.354385964912281
"9258"	"Cyb5d2"	0.00166666666666667	0.0431372549019608	0.125	0.0736842105263158
"9259"	"CYB5D2"	0.025	0.376470588235294	1.15	0.528070175438596
"9260"	"Cyb5r1"	0.005	0.574509803921569	0.725	1.12105263157895
"9261"	"CYB5R1"	0.00833333333333333	0.297058823529412	0.7375	0.468421052631579
"9262"	"Cyb5r2"	NA	NA	0.0125	NA
"9263"	"CYB5R2"	NA	0.000980392156862745	0.0375	0.012280701754386
"9264"	"Cyb5r3"	0.178333333333333	2.61764705882353	4.5875	5.91052631578947
"9265"	"CYB5R3"	0.0466666666666667	0.768627450980392	1.975	1.40350877192982
"9266"	"Cyb5r4"	0.00666666666666667	0.145098039215686	0.225	0.210526315789474
"9267"	"CYB5R4"	0.01	0.497058823529412	1.1625	0.575438596491228
"9268"	"Cyb5rl"	NA	0.0333333333333333	0.05	0.0350877192982456
"9269"	"CYB5RL"	0.00333333333333333	0.201960784313725	0.875	0.305263157894737
"9270"	"Cyba"	0.00666666666666667	0.438235294117647	0.6625	0.770175438596491
"9271"	"CYBA"	0.0533333333333333	0.664705882352941	2.4375	2.20526315789474
"9272"	"Cybb"	NA	NA	NA	0.00175438596491228
"9273"	"CYBB"	NA	0.00392156862745098	0.0125	NA
"9274"	"CYBRD1"	0.00666666666666667	0.0294117647058824	0.15	0.0578947368421053
"9275"	"Cyc1"	0.0266666666666667	1.14509803921569	1.7125	1.93859649122807
"9276"	"CYC1"	0.035	3.36666666666667	8.3375	5.60877192982456
"9277"	"Cycs"	0.00166666666666667	0.196078431372549	0.375	0.343859649122807
"9278"	"CYCS"	0.25	7.48235294117647	25.1	12.7350877192982
"9279"	"Cyct"	NA	0.000980392156862745	NA	NA
"9280"	"Cyfip1"	0.0216666666666667	1.00882352941176	1.425	1.38421052631579
"9281"	"CYFIP1"	0.02	0.650980392156863	1.65	0.864912280701754
"9282"	"Cyfip2"	0.00166666666666667	0.00196078431372549	0.0125	0.00701754385964912
"9283"	"CYFIP2"	0.0133333333333333	0.292156862745098	0.8125	0.426315789473684
"9284"	"CYGB"	NA	NA	0.0125	0.00350877192982456
"9285"	"Cyhr1"	0.00166666666666667	0.186274509803922	0.35	0.373684210526316
"9286"	"CYHR1"	0.00666666666666667	0.301960784313725	0.9375	0.505263157894737
"9287"	"Cylc1"	0.00166666666666667	NA	NA	0.00175438596491228
"9288"	"CYLC1"	0.00166666666666667	NA	NA	NA
"9289"	"Cylc2"	0.00166666666666667	NA	NA	0.00350877192982456
"9290"	"CYLC2"	0.00166666666666667	NA	NA	NA
"9291"	"Cyld"	0.0183333333333333	0.386274509803922	0.6625	0.587719298245614
"9292"	"CYLD"	0.0216666666666667	0.311764705882353	1.0875	0.4
"9293"	"CYorf17"	0.00166666666666667	NA	NA	NA
"9294"	"CYP11A1"	NA	0.00196078431372549	NA	NA
"9295"	"CYP11B1"	0.00166666666666667	NA	NA	NA
"9296"	"CYP17A1"	0.00166666666666667	0.000980392156862745	NA	NA
"9297"	"CYP17A1-AS1"	NA	NA	NA	0.00175438596491228
"9298"	"CYP19A1"	NA	NA	NA	0.00175438596491228
"9299"	"CYP1A1"	0.00166666666666667	0.00196078431372549	0.0125	0.0087719298245614
"9300"	"CYP1A2"	NA	0.000980392156862745	0.0125	0.00175438596491228
"9301"	"Cyp1b1"	0.005	0.0754901960784314	0.0625	0.219298245614035
"9302"	"CYP1B1"	0.025	0.164705882352941	0.425	0.121052631578947
"9303"	"CYP1B1-AS1"	NA	0.00294117647058824	0.0125	0.00526315789473684
"9304"	"Cyp20a1"	0.005	0.423529411764706	0.725	0.615789473684211
"9305"	"CYP20A1"	0.02	0.533333333333333	1.4625	0.675438596491228
"9306"	"Cyp24a1"	0.00166666666666667	NA	NA	NA
"9307"	"Cyp26a1"	NA	0.000980392156862745	NA	NA
"9308"	"CYP26A1"	NA	0.0245098039215686	0.075	0.0701754385964912
"9309"	"Cyp26b1"	NA	0.252941176470588	0.3375	0.340350877192982
"9310"	"CYP26B1"	NA	0.0274509803921569	0.0875	0.0228070175438597
"9311"	"CYP27A1"	NA	0.00588235294117647	NA	0.0140350877192982
"9312"	"Cyp27b1"	NA	0.000980392156862745	0.0125	0.00175438596491228
"9313"	"CYP27B1"	NA	0.0313725490196078	0.125	0.0701754385964912
"9314"	"CYP27C1"	0.0116666666666667	0.0117647058823529	0.1	0.0192982456140351
"9315"	"CYP2A6"	NA	NA	NA	0.00175438596491228
"9316"	"Cyp2b13"	NA	NA	NA	0.00175438596491228
"9317"	"CYP2B6"	NA	NA	NA	0.00175438596491228
"9318"	"CYP2C18"	NA	NA	0.0125	NA
"9319"	"Cyp2c44"	NA	NA	NA	0.00350877192982456
"9320"	"Cyp2c55"	0.005	0.125490196078431	0.1375	0.207017543859649
"9321"	"Cyp2c65"	NA	0.000980392156862745	NA	NA
"9322"	"CYP2C8"	NA	0.000980392156862745	NA	0.00350877192982456
"9323"	"Cyp2d22"	NA	0.00784313725490196	0.025	0.0245614035087719
"9324"	"CYP2D6"	NA	0.000980392156862745	0.0125	NA
"9325"	"Cyp2e1"	NA	0.00196078431372549	NA	NA
"9326"	"CYP2E1"	0.00166666666666667	0.00882352941176471	0.025	0.00350877192982456
"9327"	"CYP2J2"	NA	0.0558823529411765	0.125	0.0789473684210526
"9328"	"Cyp2j5"	0.00166666666666667	NA	NA	NA
"9329"	"Cyp2j6"	0.01	0.141176470588235	0.0625	0.254385964912281
"9330"	"Cyp2j9"	NA	0.00196078431372549	NA	0.0105263157894737
"9331"	"CYP2R1"	NA	0.132352941176471	0.5	0.189473684210526
"9332"	"Cyp2s1"	NA	NA	NA	0.00175438596491228
"9333"	"CYP2S1"	0.00166666666666667	0.00686274509803922	0.025	0.0105263157894737
"9334"	"Cyp2t4"	0.00166666666666667	NA	NA	0.00175438596491228
"9335"	"Cyp2u1"	NA	0.00294117647058824	0.0125	0.00526315789473684
"9336"	"CYP2U1"	0.00833333333333333	0.130392156862745	0.225	0.163157894736842
"9337"	"Cyp39a1"	0.00166666666666667	0.0696078431372549	0.1	0.12280701754386
"9338"	"CYP39A1"	0.00333333333333333	0.0784313725490196	0.225	0.128070175438597
"9339"	"Cyp3a13"	NA	NA	NA	0.00350877192982456
"9340"	"CYP3A43"	NA	0.000980392156862745	NA	NA
"9341"	"CYP3A5"	NA	0.000980392156862745	0.0375	0.0087719298245614
"9342"	"CYP3A7"	NA	NA	0.0125	0.00175438596491228
"9343"	"Cyp46a1"	NA	0.0117647058823529	0.0125	0.0280701754385965
"9344"	"CYP46A1"	0.005	0.0166666666666667	0.05	0.0192982456140351
"9345"	"Cyp4a12b"	NA	NA	NA	0.00175438596491228
"9346"	"CYP4A22-AS1"	NA	NA	NA	0.00175438596491228
"9347"	"Cyp4b1"	NA	NA	NA	0.00175438596491228
"9348"	"CYP4F12"	NA	NA	0.0125	NA
"9349"	"Cyp4f13"	0.00166666666666667	0.0225490196078431	0.025	0.087719298245614
"9350"	"Cyp4f16"	0.005	0.0803921568627451	0.275	0.131578947368421
"9351"	"Cyp4f17"	0.00166666666666667	0.00980392156862745	0.0125	0.0140350877192982
"9352"	"Cyp4f18"	NA	NA	NA	0.00175438596491228
"9353"	"CYP4F22"	NA	0.00196078431372549	0.0125	NA
"9354"	"CYP4F3"	NA	NA	0.0125	0.00175438596491228
"9355"	"CYP4F35P"	NA	0.00196078431372549	NA	NA
"9356"	"Cyp4f40"	NA	0.000980392156862745	NA	0.00175438596491228
"9357"	"CYP4F8"	NA	NA	NA	0.00350877192982456
"9358"	"CYP4V2"	0.00833333333333333	0.0872549019607843	0.2625	0.143859649122807
"9359"	"Cyp4v3"	0.00166666666666667	0.0127450980392157	0.0125	0.0192982456140351
"9360"	"CYP4X1"	0.00166666666666667	0.00686274509803922	NA	0.0105263157894737
"9361"	"Cyp51"	0.05	2.2156862745098	3.1375	4.50877192982456
"9362"	"CYP51A1"	0.0333333333333333	0.184313725490196	1.175	0.315789473684211
"9363"	"Cyp7a1"	NA	0.000980392156862745	NA	NA
"9364"	"Cyp7b1"	0.00166666666666667	NA	NA	NA
"9365"	"CYP7B1"	NA	0.000980392156862745	0.025	0.00701754385964912
"9366"	"CYP8B1"	NA	0.000980392156862745	NA	NA
"9367"	"Cypt4"	NA	NA	NA	0.00175438596491228
"9368"	"Cyr61"	0.0433333333333333	2.95882352941176	3.1	3.11052631578947
"9369"	"CYR61"	0.0116666666666667	0.17843137254902	0.275	0.203508771929825
"9370"	"Cys1"	NA	0.000980392156862745	NA	NA
"9371"	"CYS1"	0.00166666666666667	0.000980392156862745	NA	0.00526315789473684
"9372"	"Cysltr1"	NA	NA	0.0125	0.00175438596491228
"9373"	"Cystm1"	NA	0.0284313725490196	0.025	0.0491228070175439
"9374"	"CYSTM1"	0.0166666666666667	0.793137254901961	2.1125	1.15614035087719
"9375"	"Cyth1"	0.00333333333333333	0.0549019607843137	0.05	0.0789473684210526
"9376"	"CYTH1"	0.0266666666666667	0.32843137254902	0.8875	0.42280701754386
"9377"	"Cyth2"	0.00666666666666667	0.46078431372549	0.5125	0.471929824561404
"9378"	"CYTH2"	0.0116666666666667	0.191176470588235	0.85	0.375438596491228
"9379"	"Cyth3"	0.0233333333333333	0.416666666666667	0.5625	0.771929824561403
"9380"	"CYTH3"	0.0116666666666667	0.18921568627451	0.5	0.240350877192982
"9381"	"Cyth4"	NA	NA	NA	0.00526315789473684
"9382"	"CYTH4"	NA	NA	NA	0.00526315789473684
"9383"	"Cytip"	0.00666666666666667	0.00196078431372549	NA	0.0175438596491228
"9384"	"CYTIP"	NA	0.00196078431372549	NA	NA
"9385"	"Cyyr1"	0.00333333333333333	0.0254901960784314	0.0375	0.0421052631578947
"9386"	"D030018L15Rik"	NA	NA	NA	0.00175438596491228
"9387"	"D030025P21Rik"	NA	0.0411764705882353	0.0875	0.0157894736842105
"9388"	"D030028A08Rik"	0.00166666666666667	0.0372549019607843	0.0625	0.0350877192982456
"9389"	"D030040B21Rik"	NA	NA	NA	0.00175438596491228
"9390"	"D030055H07Rik"	NA	NA	NA	0.00175438596491228
"9391"	"D030056L22Rik"	0.00166666666666667	0.237254901960784	0.4875	0.401754385964912
"9392"	"D030062O11Rik"	NA	0.00784313725490196	0.0125	0.0140350877192982
"9393"	"D030068K23Rik"	NA	0.00196078431372549	NA	0.00701754385964912
"9394"	"D10Bwg1379e"	NA	NA	0.0125	0.00175438596491228
"9395"	"D10Jhu81e"	0.0116666666666667	0.180392156862745	0.3625	0.521052631578947
"9396"	"D10Wsu102e"	0.01	0.583333333333333	0.7	0.631578947368421
"9397"	"D11Wsu47e"	0.00333333333333333	0.0519607843137255	0.1125	0.0824561403508772
"9398"	"D130020L05Rik"	NA	0.0166666666666667	0.0625	0.0789473684210526
"9399"	"D130040H23Rik"	0.00166666666666667	0.0401960784313726	0.1125	0.0596491228070175
"9400"	"D130043K22Rik"	NA	NA	0.0125	0.00175438596491228
"9401"	"D130058E05Rik"	NA	NA	0.0125	NA
"9402"	"D130062J21Rik"	NA	0.00392156862745098	0.0125	NA
"9403"	"D14Abb1e"	0.00833333333333333	0.155882352941176	0.1375	0.32280701754386
"9404"	"D15Ertd621e"	0.00333333333333333	0.609803921568628	1.0125	0.635087719298246
"9405"	"D16Ertd472e"	0.00333333333333333	0.0696078431372549	0.0625	0.103508771929825
"9406"	"D17H6S53E"	NA	0.0480392156862745	0.0375	0.0526315789473684
"9407"	"D17H6S56E-5"	0.005	0.793137254901961	1.2875	1.19473684210526
"9408"	"D17Wsu104e"	0.0383333333333333	1.07843137254902	1.725	2.18245614035088
"9409"	"D17Wsu92e"	0.0166666666666667	0.398039215686274	0.5625	0.624561403508772
"9410"	"D19Bwg1357e"	0.035	2.1156862745098	2.75	2.5280701754386
"9411"	"D19Ertd737e"	0.0266666666666667	0.749019607843137	1.05	1.0859649122807
"9412"	"D1Ertd622e"	0.005	0.167647058823529	0.225	0.170175438596491
"9413"	"D1Pas1"	0.00333333333333333	0.0303921568627451	0.375	0.103508771929825
"9414"	"D230002A01Rik"	NA	0.00196078431372549	0.0125	0.00350877192982456
"9415"	"D230017M19Rik"	0.00166666666666667	0.00490196078431373	0.0125	0.012280701754386
"9416"	"D230022J07Rik"	0.00333333333333333	0.00588235294117647	NA	0.0157894736842105
"9417"	"D230025D16Rik"	0.00166666666666667	0.103921568627451	0.2125	0.280701754385965
"9418"	"D2hgdh"	NA	0.00980392156862745	NA	0.0333333333333333
"9419"	"D2HGDH"	NA	0.17843137254902	0.4125	0.235087719298246
"9420"	"D2Wsu81e"	0.00166666666666667	0.274509803921569	0.475	0.315789473684211
"9421"	"D330023K18Rik"	NA	0.0323529411764706	0.0375	0.0789473684210526
"9422"	"D330041H03Rik"	0.00166666666666667	0.0313725490196078	0.05	0.0771929824561404
"9423"	"D330045A20Rik"	NA	NA	0.0125	0.00526315789473684
"9424"	"D330050G23Rik"	NA	0.00196078431372549	NA	0.00175438596491228
"9425"	"D3Ertd254e"	0.00666666666666667	0.0862745098039216	0.0625	0.117543859649123
"9426"	"D3Ertd751e"	0.00166666666666667	0.0166666666666667	0.05	0.0385964912280702
"9427"	"D430001F17Rik"	NA	0.00588235294117647	0.0125	0.0105263157894737
"9428"	"D430018E03Rik"	NA	0.00588235294117647	NA	0.00175438596491228
"9429"	"D430041D05Rik"	NA	0.000980392156862745	NA	0.00175438596491228
"9430"	"D430042O09Rik"	0.00166666666666667	0.0313725490196078	0.05	0.0385964912280702
"9431"	"D4Wsu53e"	0.0816666666666667	1.83137254901961	3.2	3.80350877192982
"9432"	"D5Ertd579e"	0.01	0.247058823529412	0.4	0.471929824561404
"9433"	"D630003M21Rik"	NA	NA	NA	0.00175438596491228
"9434"	"D630008O14Rik"	NA	NA	0.0125	0.00175438596491228
"9435"	"D630023F18Rik"	NA	NA	NA	0.00350877192982456
"9436"	"D630024D03Rik"	NA	NA	NA	0.00175438596491228
"9437"	"D630029K05Rik"	NA	0.000980392156862745	NA	0.00526315789473684
"9438"	"D630032N06Rik"	NA	0.00784313725490196	0.05	0.00526315789473684
"9439"	"D630033O11Rik"	NA	0.000980392156862745	NA	0.00175438596491228
"9440"	"D630036G22Rik"	NA	0.0137254901960784	NA	0.0228070175438597
"9441"	"D630036H23Rik"	NA	0.00294117647058824	NA	0.0087719298245614
"9442"	"D630039A03Rik"	NA	0.00294117647058824	NA	NA
"9443"	"D630044L22Rik"	0.00166666666666667	NA	NA	0.00350877192982456
"9444"	"D630045J12Rik"	0.00166666666666667	0.057843137254902	0.15	0.068421052631579
"9445"	"D6Ertd527e"	0.00166666666666667	NA	NA	0.00175438596491228
"9446"	"D6Wsu163e"	0.00666666666666667	0.127450980392157	0.225	0.201754385964912
"9447"	"D730003I15Rik"	NA	0.0352941176470588	0.05	0.0842105263157895
"9448"	"D730045A05Rik"	0.00166666666666667	NA	NA	NA
"9449"	"D730048I06Rik"	0.00166666666666667	NA	NA	NA
"9450"	"D830039M14Rik"	NA	NA	NA	0.00175438596491228
"9451"	"D830044D21Rik"	NA	NA	NA	0.00175438596491228
"9452"	"D830044I16Rik"	NA	0.00196078431372549	0.0125	0.0175438596491228
"9453"	"D830050J10Rik"	0.00166666666666667	0.0450980392156863	0.05	0.115789473684211
"9454"	"D8Ertd738e"	0.0483333333333333	1.8578431372549	2.6875	3.19649122807018
"9455"	"D8Ertd82e"	NA	0.0117647058823529	0.05	0.00526315789473684
"9456"	"D930007J09Rik"	NA	NA	0.0125	NA
"9457"	"D930007P13Rik"	NA	0.000980392156862745	0.0125	NA
"9458"	"D930015E06Rik"	0.00333333333333333	0.0911764705882353	0.075	0.087719298245614
"9459"	"D930016D06Rik"	0.00166666666666667	0.141176470588235	0.225	0.191228070175439
"9460"	"D930020B18Rik"	0.00166666666666667	NA	NA	NA
"9461"	"D930030I03Rik"	NA	0.00392156862745098	NA	NA
"9462"	"D930048G16Rik"	NA	NA	NA	0.00175438596491228
"9463"	"Daam1"	0.0133333333333333	0.117647058823529	0.125	0.252631578947368
"9464"	"DAAM1"	0.0266666666666667	0.620588235294118	1.9	0.675438596491228
"9465"	"Daam2"	0.0116666666666667	0.161764705882353	0.2125	0.375438596491228
"9466"	"DAAM2"	0.00333333333333333	0.0558823529411765	0.075	0.0596491228070175
"9467"	"DAB1"	0.00166666666666667	0.00490196078431373	0.0375	0.012280701754386
"9468"	"Dab2"	0.0183333333333333	0.706862745098039	0.825	0.598245614035088
"9469"	"DAB2"	0.00666666666666667	0.0686274509803922	0.2125	0.0929824561403509
"9470"	"Dab2ip"	0.00166666666666667	0.096078431372549	0.1875	0.135087719298246
"9471"	"DAB2IP"	0.00166666666666667	0.0529411764705882	0.175	0.0614035087719298
"9472"	"Dach1"	NA	NA	0.0375	NA
"9473"	"DACH1"	0.00833333333333333	0.570588235294118	1.4375	0.484210526315789
"9474"	"Dach2"	0.00333333333333333	0.00588235294117647	0.0125	0.0175438596491228
"9475"	"DACH2"	NA	0.00686274509803922	0.025	0.0105263157894737
"9476"	"Dact1"	0.0116666666666667	0.0166666666666667	0.025	0.0298245614035088
"9477"	"DACT1"	0.00166666666666667	0.0470588235294118	0.075	0.0736842105263158
"9478"	"Dact3"	0.00333333333333333	0.0745098039215686	0.2375	0.0982456140350877
"9479"	"DACT3"	0.00666666666666667	0.0254901960784314	0.0625	0.0350877192982456
"9480"	"DACT3-AS1"	NA	NA	NA	0.00526315789473684
"9481"	"Dad1"	0.03	1.17843137254902	1.6375	2.70175438596491
"9482"	"DAD1"	0.0533333333333333	3.11176470588235	6.9875	5.37543859649123
"9483"	"Daf2"	NA	0.000980392156862745	NA	0.00175438596491228
"9484"	"Dag1"	0.00833333333333333	0.182352941176471	0.3625	0.371929824561403
"9485"	"DAG1"	0.00833333333333333	0.526470588235294	1.675	0.533333333333333
"9486"	"Dagla"	0.00333333333333333	0.0333333333333333	0.05	0.0385964912280702
"9487"	"DAGLA"	0.005	0.0147058823529412	0.075	0.0140350877192982
"9488"	"Daglb"	NA	0.0352941176470588	0.0375	0.0491228070175439
"9489"	"DAGLB"	0.005	0.1	0.3625	0.149122807017544
"9490"	"Dak"	0.00333333333333333	0.101960784313725	0.1	0.135087719298246
"9491"	"DAK"	0.005	0.194117647058824	0.4875	0.280701754385965
"9492"	"Dalrd3"	0.005	0.0686274509803922	0.0875	0.171929824561404
"9493"	"DALRD3"	0.00333333333333333	0.249019607843137	0.7875	0.403508771929825
"9494"	"Dancr"	NA	0.365686274509804	0.6625	0.542105263157895
"9495"	"DANCR"	0.04	2.41372549019608	6.0125	4.10175438596491
"9496"	"Dand5"	NA	0.0205882352941176	0.05	0.0333333333333333
"9497"	"DAND5"	NA	0.00294117647058824	0.0125	0.00701754385964912
"9498"	"DAO"	NA	0.000980392156862745	NA	NA
"9499"	"DAOA"	0.00166666666666667	NA	NA	NA
"9500"	"DAOA-AS1_2"	NA	0.000980392156862745	NA	NA
"9501"	"Dap"	0.0483333333333333	1.8656862745098	2.525	3.10526315789474
"9502"	"DAP"	0.0333333333333333	0.605882352941176	1.45	0.757894736842105
"9503"	"Dap3"	0.025	0.663725490196078	1.0125	1.11052631578947
"9504"	"DAP3"	0.0483333333333333	2.01764705882353	5.275	2.49649122807018
"9505"	"Dapk1"	NA	NA	NA	0.0140350877192982
"9506"	"DAPK1"	0.005	0.177450980392157	0.525	0.214035087719298
"9507"	"DAPK1-IT1"	0.00166666666666667	NA	NA	0.00175438596491228
"9508"	"Dapk2"	NA	0.000980392156862745	NA	NA
"9509"	"DAPK2"	0.00333333333333333	0.00588235294117647	0.05	0.0087719298245614
"9510"	"Dapk3"	0.00333333333333333	0.0676470588235294	0.225	0.192982456140351
"9511"	"DAPK3"	0.025	0.188235294117647	0.65	0.389473684210526
"9512"	"DAPL1"	0.00166666666666667	NA	NA	NA
"9513"	"Dapp1"	0.00166666666666667	0.0480392156862745	0.125	0.1
"9514"	"DAPP1"	NA	0.000980392156862745	NA	0.00175438596491228
"9515"	"Dars"	0.0116666666666667	0.904901960784314	1.4	1.59473684210526
"9516"	"DARS"	0.045	2.40588235294118	6.15	3.2140350877193
"9517"	"Dars2"	NA	0.0705882352941176	0.125	0.0807017543859649
"9518"	"DARS2"	0.01	0.593137254901961	1.7	0.856140350877193
"9519"	"Daxx"	0.00333333333333333	0.155882352941176	0.2375	0.252631578947368
"9520"	"DAXX"	0.035	1.33235294117647	3.425	1.68245614035088
"9521"	"Dazap1"	0.02	0.97843137254902	1.525	1.45438596491228
"9522"	"DAZAP1"	0.0433333333333333	1.12450980392157	4.1	1.55614035087719
"9523"	"Dazap2"	0.0133333333333333	0.491176470588235	0.85	0.996491228070175
"9524"	"DAZAP2"	0.0483333333333333	0.807843137254902	2.4125	1.37368421052632
"9525"	"Dazl"	NA	NA	NA	0.00175438596491228
"9526"	"Dbf4"	0.0116666666666667	1.26078431372549	1.6625	1.18245614035088
"9527"	"DBF4"	0.0466666666666667	1.12549019607843	2.8	1.24210526315789
"9528"	"DBF4B"	0.00833333333333333	0.322549019607843	1.1125	0.426315789473684
"9529"	"Dbi"	0.161666666666667	3.77058823529412	4.6875	9.02456140350877
"9530"	"DBI"	0.16	4.48725490196078	10.875	7.05614035087719
"9531"	"Dbil5"	NA	0.00294117647058824	NA	0.00350877192982456
"9532"	"Dbn1"	0.005	0.203921568627451	0.3375	0.266666666666667
"9533"	"DBN1"	0.015	0.424509803921569	1.25	0.728070175438597
"9534"	"DBNDD1"	0.005	0.12156862745098	0.425	0.17719298245614
"9535"	"Dbndd2"	NA	NA	0.0125	0.0087719298245614
"9536"	"DBNDD2"	NA	0.000980392156862745	NA	0.00175438596491228
"9537"	"Dbnl"	0.0216666666666667	0.529411764705882	0.75	0.935087719298246
