"genes"	"sample1"	"SRR1748411"	"SRR1748412"	"SRR1873277"
"19706"	"LINC01037"	NA	0.000980392156862745	NA	0.00350877192982456
"19707"	"LINC01057"	NA	NA	NA	0.00701754385964912
"19708"	"LINC01059"	NA	NA	NA	0.00175438596491228
"19709"	"LINC01063"	0.00166666666666667	0.0127450980392157	0.0375	0.0140350877192982
"19710"	"LINC01068"	NA	0.00196078431372549	NA	0.00350877192982456
"19711"	"LINC01070"	NA	NA	0.0125	NA
"19712"	"LINC01082"	NA	NA	NA	0.00175438596491228
"19713"	"LINC01085"	0.00166666666666667	NA	NA	NA
"19714"	"LINC01087"	0.00166666666666667	NA	NA	NA
"19715"	"LINC01088"	NA	0.00196078431372549	NA	0.00526315789473684
"19716"	"Lingo1"	NA	0.000980392156862745	NA	0.00175438596491228
"19717"	"LINGO1"	0.00166666666666667	0.0450980392156863	0.1875	0.0473684210526316
"19718"	"Lingo2"	NA	0.000980392156862745	0.0125	NA
"19719"	"LINGO2"	NA	0.000980392156862745	NA	NA
"19720"	"Lingo3"	0.00166666666666667	0.000980392156862745	NA	NA
"19721"	"LINGO3"	NA	NA	0.0125	NA
"19722"	"Lingo4"	NA	NA	0.0125	0.00175438596491228
"19723"	"LINGO4"	NA	0.000980392156862745	NA	NA
"19724"	"Lins"	NA	0.0431372549019608	0.1	0.0508771929824561
"19725"	"LINS"	0.00166666666666667	0.227450980392157	0.4625	0.364912280701754
"19726"	"Lipa"	0.0133333333333333	0.417647058823529	0.4625	0.656140350877193
"19727"	"LIPA"	0.01	0.437254901960784	1.2625	0.671929824561403
"19728"	"Lipc"	NA	0.000980392156862745	NA	NA
"19729"	"Lipe"	NA	0.00980392156862745	0.0125	0.0385964912280702
"19730"	"LIPE"	0.00166666666666667	0.00588235294117647	NA	0.0263157894736842
"19731"	"LIPE-AS1"	0.0133333333333333	0.247058823529412	0.6875	0.294736842105263
"19732"	"LIPF"	0.00166666666666667	NA	NA	NA
"19733"	"Lipg"	0.00333333333333333	0.0725490196078431	0.125	0.107017543859649
"19734"	"LIPG"	0.005	0.000980392156862745	NA	0.0105263157894737
"19735"	"Liph"	0.00166666666666667	NA	NA	0.00175438596491228
"19736"	"LIPH"	0.00666666666666667	0.000980392156862745	0.025	0.00175438596491228
"19737"	"LIPI"	NA	0.000980392156862745	NA	0.00350877192982456
"19738"	"LIPJ"	NA	NA	NA	0.00175438596491228
"19739"	"Lipk"	NA	0.00392156862745098	NA	NA
"19740"	"Lipm"	NA	0.000980392156862745	NA	NA
"19741"	"Lipt1"	0.00333333333333333	0.057843137254902	0.05	0.117543859649123
"19742"	"LIPT1"	0.005	0.165686274509804	0.5	0.287719298245614
"19743"	"Lipt2"	0.00166666666666667	0.0843137254901961	0.075	0.121052631578947
"19744"	"LIPT2"	0.005	0.0813725490196078	0.225	0.124561403508772
"19745"	"Litaf"	0.0133333333333333	0.487254901960784	0.55	1.00175438596491
"19746"	"LITAF"	0.0316666666666667	0.161764705882353	0.6625	0.450877192982456
"19747"	"Lix1"	NA	0.000980392156862745	NA	0.00175438596491228
"19748"	"LIX1"	0.00166666666666667	0.00392156862745098	0.0125	0.012280701754386
"19749"	"Lix1l"	0.005	0.217647058823529	0.3875	0.303508771929825
"19750"	"LIX1L"	0.00666666666666667	0.457843137254902	1.1375	0.601754385964912
"19751"	"LL09NC01-139C3.1"	NA	0.00196078431372549	0.0125	0.00175438596491228
"19752"	"LL09NC01-251B2.3"	0.00166666666666667	0.00392156862745098	NA	0.00175438596491228
"19753"	"LL0XNC01-116E7.2"	NA	0.0196078431372549	0.1125	0.0245614035087719
"19754"	"LL0XNC01-237H1.2"	0.005	0.146078431372549	0.4625	0.278947368421053
"19755"	"LL0XNC01-7P3.1"	0.00166666666666667	0.00686274509803922	0.025	0.00350877192982456
"19756"	"LL21NC02-1C16.1"	0.00333333333333333	0.00686274509803922	0.025	0.0157894736842105
"19757"	"LL21NC02-1C16.2"	NA	0.00196078431372549	0.0125	0.00175438596491228
"19758"	"LL22NC03-2H8.4"	NA	0.000980392156862745	NA	0.00350877192982456
"19759"	"LL22NC03-2H8.5"	0.0516666666666667	0.46078431372549	1.725	0.908771929824561
"19760"	"LL22NC03-32F9.1"	NA	0.00392156862745098	NA	0.00175438596491228
"19761"	"LL22NC03-63E9.3"	NA	NA	NA	0.00175438596491228
"19762"	"LL22NC03-86G7.1"	0.00333333333333333	0.0343137254901961	0.1	0.0403508771929825
"19763"	"LL22NC03-N14H11.1"	NA	0.00196078431372549	NA	0.0087719298245614
"19764"	"LL22NC03-N27C7.1"	NA	0.0156862745098039	0.025	0.0157894736842105
"19765"	"LL22NC03-N64E9.1"	NA	0.0137254901960784	0.05	0.0157894736842105
"19766"	"Llgl1"	0.005	0.156862745098039	0.2625	0.249122807017544
"19767"	"LLGL1"	0.00833333333333333	0.0803921568627451	0.4375	0.108771929824561
"19768"	"Llgl2"	NA	0.0333333333333333	0.05	0.0491228070175439
"19769"	"LLGL2"	0.0133333333333333	0.0892156862745098	0.2875	0.0982456140350877
"19770"	"LLNLR-246C6.1"	NA	0.00196078431372549	0.0375	NA
"19771"	"LLNLR-299G3.1"	NA	NA	0.0125	NA
"19772"	"Llph"	0.0333333333333333	0.544117647058823	1.6625	0.878947368421053
"19773"	"LLPH"	0.0916666666666667	1.24803921568627	4.625	1.77719298245614
"19774"	"Lman1"	0.0516666666666667	1.53137254901961	2.1875	2.8859649122807
"19775"	"LMAN1"	0.143333333333333	2.3421568627451	4.6125	3.04912280701754
"19776"	"Lman1l"	NA	0.00294117647058824	NA	NA
"19777"	"Lman2"	0.01	0.76078431372549	1.2	1.16140350877193
"19778"	"LMAN2"	0.055	2.22450980392157	6.3375	3.77894736842105
"19779"	"Lman2l"	NA	0.0764705882352941	0.25	0.143859649122807
"19780"	"LMAN2L"	0.00166666666666667	0.136274509803922	0.3625	0.221052631578947
"19781"	"Lmbr1"	0.00166666666666667	0.0401960784313726	0.0625	0.0964912280701754
"19782"	"LMBR1"	0.005	0.445098039215686	1.225	0.587719298245614
"19783"	"Lmbr1l"	NA	0.0362745098039216	0.075	0.0719298245614035
"19784"	"LMBR1L"	0.00833333333333333	0.192156862745098	0.5125	0.284210526315789
"19785"	"Lmbrd1"	0.01	0.125490196078431	0.075	0.310526315789474
"19786"	"LMBRD1"	0.01	0.22156862745098	0.4625	0.287719298245614
"19787"	"Lmbrd2"	0.00166666666666667	0.116666666666667	0.125	0.145614035087719
"19788"	"LMBRD2"	0.015	0.205882352941176	0.4375	0.263157894736842
"19789"	"Lmcd1"	NA	0.00686274509803922	0.0125	0.00526315789473684
"19790"	"LMCD1"	0.005	0.0225490196078431	0.025	0.043859649122807
"19791"	"LMCD1-AS1"	NA	0.00196078431372549	NA	0.00350877192982456
"19792"	"Lmf1"	0.005	0.096078431372549	0.1	0.273684210526316
"19793"	"LMF1"	NA	0.0284313725490196	0.1125	0.0771929824561404
"19794"	"Lmf2"	NA	0.205882352941176	0.3625	0.245614035087719
"19795"	"LMF2"	0.005	0.172549019607843	0.4875	0.343859649122807
"19796"	"Lmln"	0.00666666666666667	0.0401960784313726	0.0625	0.0719298245614035
"19797"	"LMLN"	0.00666666666666667	0.114705882352941	0.225	0.115789473684211
"19798"	"LMLN-AS1"	NA	0.000980392156862745	0.0125	0.00350877192982456
"19799"	"Lmna"	0.085	6.09019607843137	9.275	7.63859649122807
"19800"	"LMNA"	0.025	0.553921568627451	1.875	0.926315789473684
"19801"	"Lmnb1"	0.005	0.809803921568627	1.25	1.17543859649123
"19802"	"LMNB1"	0.035	1.86764705882353	5.1375	2.99473684210526
"19803"	"Lmnb2"	0.00166666666666667	0.218627450980392	0.5375	0.336842105263158
"19804"	"LMNB2"	0.0166666666666667	1.26274509803922	3.0625	1.41052631578947
"19805"	"LMO1"	NA	0.00588235294117647	0.0125	0.0140350877192982
"19806"	"LMO2"	NA	0.00392156862745098	0.025	0.0087719298245614
"19807"	"Lmo3"	NA	0.000980392156862745	0.0125	0.00175438596491228
"19808"	"LMO3"	NA	0.000980392156862745	0.025	NA
"19809"	"Lmo4"	0.0233333333333333	0.711764705882353	1.25	1.11929824561404
"19810"	"LMO4"	0.0333333333333333	0.929411764705882	2.5875	1.25789473684211
"19811"	"Lmo7"	0.005	0.144117647058824	0.1125	0.214035087719298
"19812"	"LMO7"	0.0283333333333333	0.351960784313726	1.0125	0.319298245614035
"19813"	"Lmod1"	0.00666666666666667	0.100980392156863	0.1875	0.192982456140351
"19814"	"LMOD1"	0.00166666666666667	0.05	0.1625	0.0614035087719298
"19815"	"LMOD2"	0.00166666666666667	NA	NA	NA
"19816"	"Lmod3"	0.00166666666666667	0.00490196078431373	0.0375	0.00350877192982456
"19817"	"LMOD3"	NA	0.000980392156862745	0.0375	NA
"19818"	"Lmtk2"	0.00166666666666667	0.0705882352941176	0.175	0.0491228070175439
"19819"	"LMTK2"	0.00166666666666667	0.188235294117647	0.4875	0.136842105263158
"19820"	"Lmtk3"	NA	NA	NA	0.00175438596491228
"19821"	"LMTK3"	0.00166666666666667	0.00392156862745098	0.0125	0.0175438596491228
"19822"	"Lmx1b"	NA	0.000980392156862745	NA	NA
"19823"	"LMX1B"	NA	0.00980392156862745	0.05	0.0087719298245614
"19824"	"Lnp"	0.00666666666666667	0.448039215686275	0.8625	0.489473684210526
"19825"	"LNP1"	NA	0.0823529411764706	0.2	0.121052631578947
"19826"	"Lnpep"	0.00166666666666667	0.168627450980392	0.1875	0.278947368421053
"19827"	"LNPEP"	0.0183333333333333	0.247058823529412	0.65	0.289473684210526
"19828"	"Lnx1"	NA	0.00686274509803922	0.0125	0.0140350877192982
"19829"	"LNX1"	0.00166666666666667	0.0352941176470588	0.1375	0.0210526315789474
"19830"	"Lnx2"	NA	0.0362745098039216	0.0875	0.0578947368421053
"19831"	"LNX2"	0.00166666666666667	0.0970588235294118	0.225	0.0894736842105263
"19832"	"Loh12cr1"	NA	0.0519607843137255	0.2	0.0912280701754386
"19833"	"LOH12CR1"	0.00166666666666667	0.103921568627451	0.25	0.178947368421053
"19834"	"LOH12CR2"	NA	0.0176470588235294	0.075	0.0333333333333333
"19835"	"Lonp1"	0.0133333333333333	0.768627450980392	1.3125	1.35087719298246
"19836"	"LONP1"	0.005	0.32156862745098	0.8625	0.407017543859649
"19837"	"Lonp2"	0.0133333333333333	0.304901960784314	0.3375	0.684210526315789
"19838"	"LONP2"	0.0716666666666667	0.795098039215686	2.175	1.16666666666667
"19839"	"Lonrf1"	0.00333333333333333	0.0892156862745098	0.1625	0.112280701754386
"19840"	"LONRF1"	0.00166666666666667	0.108823529411765	0.3375	0.150877192982456
"19841"	"LONRF2"	0.015	0.232352941176471	0.675	0.13859649122807
"19842"	"LONRF3"	0.01	0.0186274509803922	0.0875	0.043859649122807
"19843"	"Lor"	NA	0.000980392156862745	NA	NA
"19844"	"Lox"	0.256666666666667	5.39411764705882	7.9375	16.7789473684211
"19845"	"LOX"	0.005	0.12156862745098	0.3	0.178947368421053
"19846"	"Loxhd1"	NA	0.000980392156862745	NA	NA
"19847"	"Loxl1"	0.0166666666666667	0.632352941176471	1.0875	2.14035087719298
"19848"	"LOXL1"	0.00166666666666667	0.0117647058823529	0.0375	0.0298245614035088
"19849"	"LOXL1-AS1"	NA	0.0529411764705882	0.1625	0.101754385964912
"19850"	"LOXL2"	0.00166666666666667	0.0196078431372549	0.1	0.0210526315789474
"19851"	"Loxl3"	0.00166666666666667	0.811764705882353	1.5	0.614035087719298
"19852"	"LOXL3"	0.00166666666666667	0.053921568627451	0.1625	0.108771929824561
"19853"	"Loxl4"	NA	0.0588235294117647	0.1125	0.0543859649122807
"19854"	"LOXL4"	NA	0.00294117647058824	0.0125	0.00175438596491228
"19855"	"Lpar1"	0.0516666666666667	0.802941176470588	1.025	1.48947368421053
"19856"	"LPAR1"	0.01	0.057843137254902	0.1375	0.0631578947368421
"19857"	"Lpar2"	NA	0.0568627450980392	0.075	0.0964912280701754
"19858"	"LPAR2"	0.005	0.0137254901960784	0.0375	0.0087719298245614
"19859"	"LPAR3"	0.00333333333333333	0.112745098039216	0.55	0.152631578947368
"19860"	"Lpar4"	0.005	0.0264705882352941	0.075	0.0473684210526316
"19861"	"LPAR5"	NA	0.000980392156862745	0.0125	0.00175438596491228
"19862"	"Lpar6"	0.005	0.109803921568627	0.175	0.126315789473684
"19863"	"LPAR6"	0.00333333333333333	0.000980392156862745	0.0375	NA
"19864"	"Lpcat1"	0.00166666666666667	0.309803921568627	0.4375	0.391228070175439
"19865"	"LPCAT1"	0.0183333333333333	0.404901960784314	1.35	0.596491228070175
"19866"	"Lpcat2"	NA	0.00686274509803922	NA	0.0087719298245614
"19867"	"LPCAT2"	0.0133333333333333	0.190196078431373	0.6	0.280701754385965
"19868"	"Lpcat3"	0.0116666666666667	0.241176470588235	0.225	0.440350877192982
"19869"	"LPCAT3"	0.005	0.118627450980392	0.45	0.23859649122807
"19870"	"Lpcat4"	0.00166666666666667	0.0686274509803922	0.125	0.0701754385964912
"19871"	"LPCAT4"	0.00666666666666667	0.13921568627451	0.375	0.224561403508772
"19872"	"Lpgat1"	0.0233333333333333	1.07058823529412	1.85	1.08245614035088
"19873"	"LPGAT1"	0.085	1.3078431372549	3.1	1.77368421052632
"19874"	"Lphn1"	0.005	0.166666666666667	0.3125	0.243859649122807
"19875"	"LPHN1"	0.00833333333333333	0.057843137254902	0.2	0.0719298245614035
"19876"	"Lphn2"	0.015	0.364705882352941	0.5625	1.33508771929825
"19877"	"LPHN2"	0.015	0.283333333333333	0.65	0.356140350877193
"19878"	"Lphn3"	0.00166666666666667	0.0264705882352941	0.0125	0.0263157894736842
"19879"	"LPHN3"	0.00333333333333333	0.101960784313725	0.2625	0.0929824561403509
"19880"	"Lpin1"	0.00166666666666667	0.0647058823529412	0.1625	0.128070175438597
"19881"	"LPIN1"	0.03	0.21078431372549	0.475	0.254385964912281
"19882"	"Lpin2"	0.035	0.365686274509804	0.6	0.612280701754386
"19883"	"LPIN2"	0.00833333333333333	0.172549019607843	0.375	0.215789473684211
"19884"	"Lpin3"	NA	0.0147058823529412	0.0125	0.0350877192982456
"19885"	"LPIN3"	0.00166666666666667	0.0450980392156863	0.1375	0.0649122807017544
"19886"	"Lpl"	0.0116666666666667	0.335294117647059	0.3875	0.270175438596491
"19887"	"LPL"	NA	0.0147058823529412	0.0375	0.00526315789473684
"19888"	"LPO"	0.00166666666666667	0.000980392156862745	NA	0.00350877192982456
"19889"	"Lpp"	0.0766666666666667	2.03823529411765	3.4625	2.63508771929825
"19890"	"LPP"	0.03	0.192156862745098	0.8125	0.142105263157895
"19891"	"LPP-AS2"	NA	0.00980392156862745	0.0375	0.012280701754386
"19892"	"LPPR3"	NA	0.00294117647058824	NA	0.00350877192982456
"19893"	"LPPR4"	NA	0.00588235294117647	0.0125	0.0105263157894737
"19894"	"LPPR5"	NA	0.000980392156862745	NA	0.00175438596491228
"19895"	"Lpxn"	NA	NA	NA	0.00175438596491228
"19896"	"LPXN"	NA	0.0245098039215686	0.05	0.0315789473684211
"19897"	"Lrat"	NA	NA	NA	0.00175438596491228
"19898"	"LRAT"	0.00166666666666667	0.000980392156862745	0.0125	0.00526315789473684
"19899"	"Lrba"	0.00166666666666667	0.0441176470588235	0.0875	0.0631578947368421
"19900"	"LRBA"	0.0116666666666667	0.218627450980392	0.6125	0.194736842105263
"19901"	"Lrch1"	NA	0.0411764705882353	0.05	0.0929824561403509
"19902"	"LRCH1"	0.00666666666666667	0.0784313725490196	0.25	0.128070175438597
"19903"	"Lrch2"	0.005	0.167647058823529	0.225	0.16140350877193
"19904"	"LRCH2"	0.025	0.544117647058823	1.4125	0.657894736842105
"19905"	"Lrch3"	0.00333333333333333	0.183333333333333	0.2125	0.275438596491228
"19906"	"LRCH3"	0.0166666666666667	0.279411764705882	0.6625	0.359649122807018
"19907"	"Lrch4"	NA	NA	NA	0.00175438596491228
"19908"	"LRCH4"	0.00833333333333333	0.0862745098039216	0.375	0.17719298245614
"19909"	"Lrdd"	NA	0.0470588235294118	0.025	0.0508771929824561
"19910"	"LRFN1"	0.00666666666666667	0.0607843137254902	0.2375	0.0859649122807018
"19911"	"Lrfn2"	NA	NA	0.0125	NA
"19912"	"Lrfn3"	NA	0.0196078431372549	0.025	0.0210526315789474
"19913"	"LRFN3"	0.00166666666666667	0.0225490196078431	0.175	0.0368421052631579
"19914"	"Lrfn4"	0.005	0.168627450980392	0.175	0.170175438596491
"19915"	"LRFN4"	NA	0.0588235294117647	0.2625	0.0789473684210526
"19916"	"LRFN5"	NA	0.00588235294117647	0.025	0.012280701754386
"19917"	"LRG1"	NA	0.000980392156862745	NA	0.00175438596491228
"19918"	"Lrguk"	NA	NA	0.0125	0.0087719298245614
"19919"	"LRGUK"	0.00166666666666667	0.00392156862745098	NA	0.00350877192982456
"19920"	"Lrif1"	0.0116666666666667	0.304901960784314	0.5125	0.512280701754386
"19921"	"LRIF1"	0.0283333333333333	0.556862745098039	1.55	0.733333333333333
"19922"	"Lrig1"	0.01	0.218627450980392	0.4375	0.226315789473684
"19923"	"LRIG1"	0.00666666666666667	0.23921568627451	0.75	0.201754385964912
"19924"	"Lrig2"	NA	0.0509803921568627	0.1375	0.1
"19925"	"LRIG2"	0.005	0.206862745098039	0.6	0.214035087719298
"19926"	"Lrig3"	NA	0.0598039215686275	0.025	0.115789473684211
"19927"	"LRIG3"	0.00333333333333333	0.17156862745098	0.4875	0.212280701754386
"19928"	"Lrit2"	NA	0.000980392156862745	NA	NA
"19929"	"LRIT3"	NA	0.00294117647058824	0.025	0.00175438596491228
"19930"	"Lrmp"	NA	NA	0.0125	0.00175438596491228
"19931"	"Lrp1"	0.0283333333333333	1.04509803921569	1.575	1.17719298245614
"19932"	"LRP1"	NA	0.0294117647058824	0.075	0.043859649122807
"19933"	"Lrp10"	0.00333333333333333	0.163725490196078	0.2875	0.268421052631579
"19934"	"LRP10"	0.0233333333333333	0.126470588235294	0.35	0.221052631578947
"19935"	"Lrp11"	0.00666666666666667	0.21078431372549	0.35	0.307017543859649
"19936"	"LRP11"	0.0133333333333333	0.343137254901961	0.85	0.47719298245614
"19937"	"Lrp12"	NA	0.0980392156862745	0.125	0.0842105263157895
"19938"	"LRP12"	0.005	0.0892156862745098	0.2625	0.087719298245614
"19939"	"Lrp1b"	NA	NA	NA	0.00526315789473684
"19940"	"LRP1B"	0.00333333333333333	0.0323529411764706	0.15	0.043859649122807
"19941"	"Lrp2"	NA	0.00294117647058824	NA	0.00701754385964912
"19942"	"LRP2"	0.00833333333333333	0.0568627450980392	0.1	0.0578947368421053
"19943"	"Lrp2bp"	NA	0.00980392156862745	0.025	0.00175438596491228
"19944"	"LRP2BP"	NA	0.0215686274509804	0.0625	0.0175438596491228
"19945"	"Lrp3"	NA	NA	0.0125	NA
"19946"	"LRP3"	NA	0.00196078431372549	NA	0.012280701754386
"19947"	"Lrp4"	NA	0.00882352941176471	0.0375	0.0175438596491228
"19948"	"LRP4"	0.00166666666666667	0.0490196078431373	0.1375	0.0508771929824561
"19949"	"LRP4-AS1"	0.00166666666666667	0.0117647058823529	0.05	0.0140350877192982
"19950"	"Lrp5"	0.00166666666666667	0.0401960784313726	0.1	0.115789473684211
"19951"	"LRP5"	0.005	0.0911764705882353	0.3625	0.0964912280701754
"19952"	"LRP5L"	NA	0.0362745098039216	0.05	0.0491228070175439
"19953"	"Lrp6"	0.0283333333333333	0.586274509803922	1.075	1.03684210526316
"19954"	"LRP6"	0.0283333333333333	0.237254901960784	0.7625	0.296491228070175
"19955"	"Lrp8"	0.00833333333333333	0.404901960784314	0.6625	0.380701754385965
"19956"	"LRP8"	0.00666666666666667	0.0519607843137255	0.2	0.0666666666666667
"19957"	"Lrpap1"	0.0116666666666667	0.42156862745098	0.9	1.02982456140351
"19958"	"LRPAP1"	0.0633333333333333	1.86274509803922	4.95	3.03333333333333
"19959"	"Lrpprc"	0.00333333333333333	0.714705882352941	1.0375	0.950877192982456
"19960"	"LRPPRC"	0.0533333333333333	2.00882352941176	5.4625	2.36315789473684
"19961"	"Lrr1"	0.005	0.291176470588235	0.3875	0.284210526315789
"19962"	"LRR1"	0.00833333333333333	0.940196078431373	2.0375	1.28070175438596
"19963"	"Lrrc1"	NA	0.0372549019607843	0.075	0.0473684210526316
"19964"	"LRRC1"	0.01	0.179411764705882	0.5625	0.243859649122807
"19965"	"Lrrc10b"	NA	NA	0.0125	0.00175438596491228
"19966"	"LRRC10B"	NA	0.000980392156862745	0.0125	NA
"19967"	"Lrrc14"	0.00833333333333333	0.174509803921569	0.125	0.328070175438597
"19968"	"LRRC14"	0.00166666666666667	0.261764705882353	0.7375	0.392982456140351
"19969"	"Lrrc14b"	NA	0.00392156862745098	NA	0.00175438596491228
"19970"	"LRRC15"	NA	NA	NA	0.00350877192982456
"19971"	"Lrrc16a"	0.00166666666666667	0.0666666666666667	0.1375	0.0842105263157895
"19972"	"LRRC16A"	0.0116666666666667	0.138235294117647	0.3875	0.110526315789474
"19973"	"Lrrc16b"	NA	0.00196078431372549	NA	0.00526315789473684
"19974"	"LRRC16B"	NA	0.000980392156862745	0.0125	0.00350877192982456
"19975"	"Lrrc17"	0.00666666666666667	0.0225490196078431	0.0625	0.485964912280702
"19976"	"LRRC17"	NA	0.0205882352941176	0.05	0.0298245614035088
"19977"	"LRRC18"	0.00166666666666667	NA	NA	NA
"19978"	"Lrrc19"	NA	0.00196078431372549	NA	0.00175438596491228
"19979"	"LRRC19"	NA	0.000980392156862745	NA	0.00350877192982456
"19980"	"Lrrc2"	0.0233333333333333	0.05	0.25	0.0263157894736842
"19981"	"LRRC2"	0.00333333333333333	0.00294117647058824	0.0125	0.00701754385964912
"19982"	"Lrrc20"	NA	0.0411764705882353	0.1125	0.0894736842105263
"19983"	"LRRC20"	NA	0.0392156862745098	0.1	0.115789473684211
"19984"	"Lrrc23"	NA	0.000980392156862745	NA	NA
"19985"	"LRRC23"	0.00166666666666667	0.0696078431372549	0.25	0.0859649122807018
"19986"	"Lrrc24"	0.00166666666666667	0.00196078431372549	0.025	0.0087719298245614
"19987"	"LRRC24"	NA	0.0245098039215686	0.1	0.0543859649122807
"19988"	"LRRC26"	0.00333333333333333	0.0637254901960784	0.15	0.143859649122807
"19989"	"Lrrc27"	NA	0.0107843137254902	NA	0.0350877192982456
"19990"	"LRRC27"	0.005	0.0480392156862745	0.225	0.043859649122807
"19991"	"Lrrc28"	0.00166666666666667	0.0882352941176471	0.15	0.110526315789474
"19992"	"LRRC28"	0.0133333333333333	0.151960784313725	0.4375	0.215789473684211
"19993"	"Lrrc29"	NA	0.000980392156862745	NA	0.00701754385964912
"19994"	"LRRC29"	NA	0.0225490196078431	0.0375	0.0263157894736842
"19995"	"Lrrc3"	0.00166666666666667	NA	NA	0.00350877192982456
"19996"	"LRRC3"	NA	0.0264705882352941	0.0625	0.043859649122807
"19997"	"LRRC3-AS1"	NA	NA	NA	0.00175438596491228
"19998"	"Lrrc31"	NA	0.000980392156862745	NA	0.00175438596491228
"19999"	"Lrrc32"	NA	0.00196078431372549	NA	0.00175438596491228
"20000"	"LRRC32"	NA	0.00294117647058824	0.0125	0.0087719298245614
"20001"	"Lrrc34"	NA	0.000980392156862745	NA	NA
"20002"	"LRRC34"	0.005	0.255882352941176	0.55	0.292982456140351
"20003"	"LRRC36"	0.00166666666666667	0.00392156862745098	0.0375	0.00526315789473684
"20004"	"LRRC37A"	NA	0.00882352941176471	0.0875	0.0228070175438597
"20005"	"LRRC37A2"	0.00666666666666667	0.0392156862745098	0.25	0.0649122807017544
"20006"	"LRRC37A3"	0.00833333333333333	0.05	0.125	0.056140350877193
"20007"	"LRRC37B"	0.0133333333333333	0.0431372549019608	0.1625	0.0456140350877193
"20008"	"Lrrc39"	NA	0.0205882352941176	0.0375	0.0087719298245614
"20009"	"LRRC39"	NA	0.046078431372549	0.175	0.0508771929824561
"20010"	"LRRC3DN"	0.00166666666666667	0.0107843137254902	0.025	0.0140350877192982
"20011"	"LRRC4"	0.00166666666666667	0.0176470588235294	0.1	0.0298245614035088
"20012"	"Lrrc40"	0.00666666666666667	0.22843137254902	0.3625	0.364912280701754
"20013"	"LRRC40"	0.00833333333333333	0.920588235294118	2.675	1.14035087719298
"20014"	"Lrrc41"	0.015	0.386274509803922	0.5625	0.482456140350877
"20015"	"LRRC41"	0.0283333333333333	0.46078431372549	1.225	0.664912280701754
"20016"	"Lrrc42"	0.01	0.531372549019608	0.675	0.849122807017544
"20017"	"LRRC42"	0.00833333333333333	0.426470588235294	1.1	0.619298245614035
"20018"	"LRRC43"	0.00166666666666667	NA	NA	0.00350877192982456
"20019"	"Lrrc45"	0.00333333333333333	0.0794117647058823	0.1625	0.121052631578947
"20020"	"LRRC45"	0.005	0.113725490196078	0.4125	0.17719298245614
"20021"	"Lrrc46"	NA	0.00392156862745098	0.025	0.0087719298245614
"20022"	"LRRC46"	0.00333333333333333	0.0166666666666667	0.0625	0.0140350877192982
"20023"	"Lrrc47"	0.005	0.252941176470588	0.3625	0.280701754385965
"20024"	"LRRC47"	0.0233333333333333	0.764705882352941	2.425	0.956140350877193
"20025"	"Lrrc48"	NA	0.00784313725490196	NA	0.012280701754386
"20026"	"LRRC48"	0.00166666666666667	0.0401960784313726	0.1125	0.0333333333333333
"20027"	"Lrrc49"	NA	0.0617647058823529	0.1375	0.131578947368421
"20028"	"LRRC49"	0.015	0.295098039215686	0.8125	0.436842105263158
"20029"	"Lrrc4b"	NA	NA	0.0125	NA
"20030"	"LRRC4B"	NA	0.00392156862745098	0.0125	0.00701754385964912
"20031"	"Lrrc51"	NA	0.00980392156862745	0.025	0.0385964912280702
"20032"	"Lrrc55"	NA	0.000980392156862745	NA	NA
"20033"	"Lrrc56"	NA	0.00392156862745098	NA	0.0157894736842105
"20034"	"LRRC56"	NA	0.00294117647058824	NA	0.00526315789473684
"20035"	"Lrrc57"	NA	0.101960784313725	0.1	0.142105263157895
"20036"	"LRRC57"	0.00833333333333333	0.137254901960784	0.3375	0.203508771929825
"20037"	"Lrrc58"	0.428333333333333	8.98627450980392	31.3875	15.9543859649123
"20038"	"LRRC58"	0.05	1.42745098039216	4.3125	1.68421052631579
"20039"	"Lrrc59"	0.0166666666666667	1.28137254901961	1.5875	1.55087719298246
"20040"	"LRRC59"	0.105	1.61470588235294	4.8875	2.3719298245614
"20041"	"Lrrc6"	NA	NA	0.0125	NA
"20042"	"LRRC6"	NA	0.00784313725490196	NA	0.0140350877192982
"20043"	"Lrrc61"	NA	0.00588235294117647	0.025	0.0263157894736842
"20044"	"LRRC61"	0.005	0.158823529411765	0.35	0.214035087719298
"20045"	"LRRC63"	NA	0.0156862745098039	0.05	0.0403508771929825
"20046"	"Lrrc66"	NA	NA	NA	0.00175438596491228
"20047"	"LRRC66"	0.00166666666666667	0.00392156862745098	0.025	0.00701754385964912
"20048"	"Lrrc69"	NA	NA	0.0125	NA
"20049"	"LRRC69"	0.005	0.0745098039215686	0.3375	0.152631578947368
"20050"	"LRRC7"	0.00333333333333333	0.0107843137254902	0.075	0.0245614035087719
"20051"	"Lrrc70"	NA	0.00196078431372549	NA	0.00175438596491228
"20052"	"LRRC70"	NA	NA	0.0125	NA
"20053"	"Lrrc71"	NA	0.00196078431372549	0.0125	0.012280701754386
"20054"	"LRRC71"	0.00166666666666667	NA	0.0125	0.00701754385964912
"20055"	"LRRC72"	NA	NA	0.0125	NA
"20056"	"Lrrc73"	0.00333333333333333	0.00490196078431373	0.025	0.0228070175438597
"20057"	"LRRC73"	0.00166666666666667	0.00784313725490196	0.0125	0.0087719298245614
"20058"	"Lrrc8a"	0.00166666666666667	0.131372549019608	0.225	0.13859649122807
